City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
448,Eregli,TR,37.5133,34.0467,50.59,49,0,0.83,clear sky
449,Port-Gentil,GA,-0.7193,8.7815,84.16,79,40,18.41,scattered clouds
450,Teya,RU,60.3778,92.6267,24.8,97,100,3.15,snow
451,Ayagoz,KZ,47.9714,80.4392,30.79,79,50,8.41,scattered clouds
452,Viedma,AR,-40.8135,-62.9967,73.53,40,100,2.91,moderate rain
453,Kalabo,ZM,-14.97,22.6814,82.53,48,100,3.51,overcast clouds
454,Kununurra,AU,-15.7667,128.7333,84.18,65,23,2.3,few clouds
455,Pahrump,US,36.2083,-115.9839,43.45,48,29,6.04,scattered clouds
456,Lata,PT,40.1629,-8.3327,69.08,59,100,8.37,overcast clouds
457,Gweta,BW,-20.1833,25.2333,85.19,39,91,3.15,overcast clouds
458,Umm Kaddadah,SD,13.6017,26.6876,85.14,13,5,13.51,clear sky
459,Walvis Bay,NA,-22.9575,14.5053,66.09,60,0,20.65,clear sky
460,Yumen,CN,40.2833,97.2,32.31,41,5,10.02,clear sky
461,Daloa,CI,6.8774,-6.4502,87.33,53,68,4.21,broken clouds
462,Ust-Ilimsk,RU,58.0006,102.6619,27.36,96,100,6.4,light snow
463,La Ronge,CA,55.1001,-105.2842,14.25,79,100,9.22,light snow
464,Kholtoson,RU,50.2981,103.3097,9.23,91,80,4.14,broken clouds
465,Torbay,CA,47.6666,-52.7314,37.76,92,100,16.11,overcast clouds
466,Bikaner,IN,28.0167,73.3,76.35,23,70,5.37,broken clouds
467,Kruisfontein,ZA,-34.0033,24.7314,71.89,61,0,15.7,clear sky
468,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,72,20,5.75,few clouds
469,Ancud,CL,-41.8697,-73.8203,54.61,90,55,12.12,light rain
470,Tual,ID,-5.6667,132.75,84.22,71,100,8.23,overcast clouds
471,Meppel,NL,52.6958,6.1944,59.05,65,67,7.4,broken clouds
472,Padang,ID,-0.9492,100.3543,75.25,90,100,2.73,moderate rain
473,Ternate,ID,0.8,127.4,81.79,78,66,2.84,broken clouds
474,Tura,IN,25.5198,90.2201,63.41,85,0,4.0,clear sky
475,Saint-Augustin,CA,51.226,-58.6502,29.3,49,100,3.96,overcast clouds
476,Aniva,RU,46.7144,142.5294,32.11,87,100,15.64,overcast clouds
477,Iralaya,HN,15.0,-83.2333,81.66,82,10,10.29,moderate rain
478,Trelew,AR,-43.249,-65.3051,70.12,42,100,13.67,overcast clouds
479,Camacupa,AO,-12.0167,17.4833,85.14,22,90,4.14,overcast clouds
480,Picota,PE,-6.9197,-76.3304,88.29,49,32,1.66,scattered clouds
481,Saquena,PE,-4.6667,-73.5167,92.14,48,54,3.6,broken clouds
482,Zurrieq,MT,35.8311,14.4742,72.97,64,20,3.44,few clouds
483,Saldanha,ZA,-33.0117,17.9442,73.45,71,0,14.94,clear sky
484,Port Neches,US,29.9913,-93.9585,42.78,81,0,8.05,clear sky
485,Maarianhamina,AX,60.0973,19.9348,40.86,87,0,1.14,clear sky
486,Port Blair,IN,11.6667,92.75,80.64,83,40,2.3,mist
487,Houma,US,29.5958,-90.7195,46.4,76,0,17.27,clear sky
488,Hell,NO,63.4455,10.9033,40.91,87,0,0.0,clear sky
489,El Doncello,CO,1.6782,-75.2847,85.44,62,63,3.31,broken clouds
490,Srednekolymsk,RU,67.45,153.6833,-16.22,94,100,1.34,overcast clouds
491,Zapresic,HR,45.8564,15.8078,53.92,69,84,4.5,broken clouds
492,Port Keats,AU,-14.25,129.55,78.85,73,83,5.37,broken clouds
493,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,77,20,12.19,few clouds
494,Bhainsa,IN,26.9548,76.9012,73.15,36,6,3.96,clear sky
495,Maceio,BR,-9.6658,-35.7353,85.44,65,100,11.5,overcast clouds
496,Santiago De Cao,PE,-7.9589,-79.2392,62.73,88,100,5.75,fog
497,Alekseyevskoye,RU,55.3071,50.1135,38.32,96,100,22.73,light rain
498,Luganville,VU,-15.5333,167.1667,77.38,85,5,2.33,clear sky
499,Quatre Cocos,MU,-20.2078,57.7625,77.11,67,13,7.76,few clouds
500,Ocampo,MX,21.65,-101.5,58.75,61,0,5.03,clear sky
501,Farafangana,MG,-22.8167,47.8333,76.51,77,37,9.84,scattered clouds
502,Catamarca,AR,-28.4696,-65.7852,64.06,97,92,1.99,overcast clouds
503,Byron Bay,AU,-28.65,153.6167,70.95,82,97,18.61,moderate rain
504,Kyabram,AU,-36.3167,145.05,55.53,94,98,5.39,overcast clouds
505,Blackwater,AU,-23.5833,148.8833,70.68,78,95,15.03,overcast clouds
506,Bilma,NE,18.6853,12.9164,81.37,16,5,6.29,clear sky
507,Tarazona,ES,41.9,-1.7333,66.02,41,7,3.94,clear sky
508,Ikalamavony,MG,-21.15,46.5833,76.84,57,62,9.93,broken clouds
509,Tuy Hoa,VN,13.0833,109.3,76.05,92,52,4.65,broken clouds
510,Oshakati,NA,-17.7833,15.6833,102.22,9,12,5.14,few clouds
511,Dembi Dolo,ET,8.5333,34.8,61.59,86,88,0.78,light rain
512,Kysyl-Syr,RU,63.8986,122.7617,-24.41,99,37,4.9,scattered clouds
513,Santa Maria,BR,-29.6842,-53.8069,74.5,64,75,6.91,moderate rain
514,Demir Kapija,MK,41.405,22.2489,56.1,69,18,4.63,few clouds
515,Arcata,US,40.8665,-124.0828,41.58,96,0,3.44,clear sky
516,Hirara,JP,24.8,125.2833,77.07,79,100,18.81,overcast clouds
517,Saurimo,AO,-9.6608,20.3916,74.68,80,99,2.19,moderate rain
518,Irkutsk,RU,52.2978,104.2964,23.77,74,0,6.71,clear sky
519,Sao Felix Do Xingu,BR,-6.6447,-51.995,97.45,35,50,3.13,scattered clouds
520,Ranong,TH,9.9658,98.6348,78.33,85,100,4.32,overcast clouds
521,Mapimi,MX,25.8167,-103.85,53.29,44,4,5.61,clear sky
522,Jurm,AF,36.8648,70.8342,39.54,78,100,1.97,overcast clouds
523,Xucheng,CN,20.35,110.1288,73.9,88,15,9.6,few clouds
524,Luanda,AO,-8.8368,13.2343,78.69,62,7,18.52,clear sky
525,Kihei,US,20.785,-156.4656,73.85,89,75,5.75,light rain
526,Mollendo,PE,-17.0231,-72.0147,66.04,78,97,10.8,overcast clouds
527,Trinidad,BO,-14.8333,-64.9,87.78,70,75,13.8,broken clouds
528,Soe,ID,-9.8607,124.284,69.1,91,100,3.06,overcast clouds
529,Manzanillo,CU,20.3433,-77.1167,84.65,60,7,5.61,clear sky
530,Ust-Nera,RU,64.5667,143.2,-13.58,99,100,2.89,light snow
531,Mecca,SA,21.4267,39.8261,84.54,53,7,13.11,clear sky
532,Krasnyy Chikoy,RU,50.3643,108.7512,4.98,98,18,1.5,few clouds
533,Strezhevoy,RU,60.7333,77.5889,20.21,95,99,2.08,overcast clouds
534,Svetlyy,RU,54.675,20.1347,53.65,91,89,2.15,overcast clouds
535,Kaura Namoda,NG,12.5898,6.5779,92.86,14,22,13.24,few clouds
536,Dawson Creek,CA,55.7666,-120.2362,28.08,72,53,9.35,broken clouds
537,Atar,MR,20.5169,-13.0499,92.59,7,1,8.7,clear sky
538,Klaksvik,FO,62.2266,-6.589,50.92,97,99,15.32,overcast clouds
539,Chipiona,ES,36.7366,-6.437,73.58,83,20,10.36,few clouds
540,Kangaatsiaq,GL,68.3065,-53.4641,23.58,87,100,7.78,overcast clouds
541,Yeniseysk,RU,58.4497,92.1703,33.01,98,100,7.61,light snow
542,Cam Ranh,VN,11.9214,109.1591,78.76,89,40,5.75,scattered clouds
543,Askarovo,RU,53.3372,58.5089,36.55,86,75,8.95,broken clouds
544,Floro,NO,61.5996,5.0328,54.97,82,75,11.5,broken clouds
545,Tchamba,TG,9.0333,1.4167,93.85,29,37,7.2,scattered clouds
546,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,88,40,9.22,light rain
547,Pringsewu,ID,-5.3582,104.9744,74.57,93,100,5.84,overcast clouds
548,Ponta Delgada,PT,37.7333,-25.6667,67.5,63,75,11.5,broken clouds
549,San Lorenzo,PY,-25.3333,-57.5333,74.59,78,75,3.44,broken clouds
550,Czluchow,PL,53.6672,17.3588,52.41,87,100,4.88,overcast clouds
551,Popondetta,PG,-8.7537,148.2534,73.71,96,99,2.24,overcast clouds
552,Birao,CF,10.2849,22.7882,91.99,18,0,7.81,clear sky
553,Nemuro,JP,43.3236,145.575,45.16,80,100,34.11,light rain
554,Coihaique,CL,-45.5752,-72.0662,59.61,62,75,10.36,broken clouds
555,Hauterive,FR,46.0901,3.4459,63.36,55,86,1.68,overcast clouds
556,Kuna,US,43.4918,-116.4201,26.08,87,0,5.75,clear sky
557,Barra Patuca,HN,15.8,-84.2833,81.28,79,5,6.76,light rain
558,Caravelas,BR,-17.7125,-39.2481,86.23,54,52,11.21,broken clouds
559,Koumac,NC,-20.5667,164.2833,73.76,85,65,6.64,broken clouds
560,Yurimaguas,PE,-5.9,-76.0833,82.56,78,20,0.0,few clouds
561,Bykovo,RU,55.6361,38.0803,43.56,65,75,22.37,broken clouds
562,Samarinda,ID,-0.5,117.15,74.52,97,98,1.1,overcast clouds
563,Lat Yao,TH,15.751,99.7893,76.68,79,35,4.72,scattered clouds
564,Eqbaliyeh,IR,35.3022,51.5358,60.62,33,0,0.72,clear sky
565,Tsaratanana,MG,-16.7833,47.65,89.49,32,69,6.71,broken clouds
566,Gornopravdinsk,RU,60.05,69.9,15.12,97,66,6.42,broken clouds
567,Manacapuru,BR,-3.2997,-60.6206,91.53,49,39,2.15,scattered clouds
568,Broken Hill,AU,-31.95,141.4333,59.14,63,0,24.67,clear sky
569,Kachiry,KZ,53.0675,76.1036,37.4,74,100,21.03,overcast clouds
570,Banjar,ID,-8.19,114.9675,79.21,90,100,2.1,overcast clouds
571,Kamen-Na-Obi,RU,53.7884,81.3423,33.71,97,100,20.02,light snow
572,Khani,GE,41.9563,42.9566,45.97,94,96,2.71,overcast clouds
573,Truro,GB,50.2653,-5.0544,63.84,88,40,19.57,scattered clouds
574,Wangqing,CN,43.3218,129.7634,28.87,59,0,2.15,clear sky
575,Xingcheng,CN,40.6167,120.7167,36.66,49,54,3.83,broken clouds
576,Tecoanapa,MX,16.5167,-98.75,80.17,81,18,2.33,few clouds
577,Sioux City,US,42.5,-96.4003,20.66,83,0,10.0,clear sky
578,Sangar,RU,63.9242,127.4739,-21.39,100,99,2.51,overcast clouds
579,Puerto Colombia,CO,10.9878,-74.9547,78.89,84,100,13.67,light rain
580,Maua,BR,-23.6678,-46.4614,86.07,52,9,1.5,clear sky
581,Sovetskiy,RU,61.3614,63.5842,11.98,95,100,8.32,overcast clouds
582,Hamilton,US,39.1834,-84.5333,34.25,84,100,9.22,overcast clouds
583,Oyonnax,FR,46.2592,5.6573,52.61,76,18,3.18,few clouds
584,Stovring,DK,56.8854,9.8384,52.83,83,100,6.58,overcast clouds
585,Phangnga,TH,8.4509,98.5298,77.04,92,100,2.73,overcast clouds
586,Voh,NC,-20.9667,164.7,72.48,86,94,6.51,overcast clouds
587,Dumka,IN,24.2667,87.25,66.4,41,5,5.14,clear sky
588,Moree,AU,-29.4667,149.85,70.54,80,96,7.34,overcast clouds
589,Akyab,MM,20.15,92.9,76.64,70,4,9.86,clear sky
590,Udachnyy,RU,66.4167,112.4,-26.55,74,100,6.04,overcast clouds
591,Hofn,IS,64.2539,-15.2082,50.02,81,100,16.11,overcast clouds
592,Kenai,US,60.5544,-151.2583,35.15,96,75,5.75,broken clouds
593,Lima,PE,-12.0432,-77.0282,63.9,84,100,3.44,overcast clouds
594,Dali,CN,25.7,100.1833,51.12,74,0,4.43,clear sky
595,Kulhudhuffushi,MV,6.6221,73.07,81.54,75,56,9.01,broken clouds
596,Oussouye,SN,12.485,-16.5469,95.18,31,58,6.73,broken clouds
597,Matay,EG,28.419,30.7792,76.01,33,0,10.89,clear sky
598,Namatanai,PG,-3.6667,152.4333,80.35,82,96,9.26,overcast clouds
599,Kirovsk,UA,48.6375,38.6428,48.07,66,17,15.23,few clouds
600,Sikasso,ML,10.9167,-7.0,94.39,28,54,4.56,broken clouds
601,Rudbar,AF,30.15,62.6,63.43,50,74,2.33,broken clouds
602,Manono,CD,-7.3,27.4167,70.72,95,100,4.7,overcast clouds
603,Chumikan,RU,54.7183,135.315,16.43,80,4,20.38,clear sky
604,Fort Dodge,US,42.4975,-94.168,25.02,79,100,0.0,overcast clouds
605,Whitianga,NZ,-36.8333,175.7,54.7,90,19,6.69,few clouds
606,Benjamin Constant,BR,-4.3831,-70.0311,87.93,74,0,4.61,clear sky
607,Tanabe,JP,33.7333,135.3667,59.79,85,53,15.99,broken clouds
608,Vilcun,CL,-38.65,-72.2333,54.34,60,99,7.29,overcast clouds
609,Punta Alta,AR,-38.8759,-62.0736,59.77,94,75,10.36,light rain
610,Sawtell,AU,-30.3833,153.1,69.82,83,100,8.05,overcast clouds
611,Sola,VU,-13.8833,167.55,80.42,74,96,3.33,overcast clouds
612,Zelenchukskaya,RU,43.858,41.5894,44.24,69,39,3.49,scattered clouds
613,Veraval,IN,20.9,70.3667,79.34,62,3,2.17,clear sky
614,Terrace,CA,54.5163,-128.6035,30.11,93,100,0.0,light snow
615,Sept-Iles,CA,50.2001,-66.3821,25.05,91,100,11.5,snow
616,Labuhan,ID,-6.8844,112.2051,81.48,81,100,3.78,overcast clouds
617,Bojnurd,IR,37.4747,57.329,44.55,76,20,4.61,few clouds
618,Anadyr,RU,64.75,177.4833,-7.01,83,20,4.47,fog
619,Yenagoa,NG,4.9247,6.2642,84.31,72,97,3.6,moderate rain
620,Tyukalinsk,RU,55.8732,72.1967,32.68,98,100,14.12,snow
621,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,100,75,11.43,light intensity drizzle rain
622,Singkawang,ID,0.9,109.0,77.86,89,100,1.99,moderate rain
623,Dunedin,NZ,-45.8742,170.5036,45.81,78,100,5.14,overcast clouds
624,Mareeba,AU,-17.0,145.4333,70.52,91,13,3.0,few clouds
625,Tolbazy,RU,54.0241,55.8825,37.26,98,100,7.9,light rain
626,Goderich,CA,43.7501,-81.7165,35.91,93,100,10.36,snow
627,North Port,US,27.0442,-82.2359,78.98,92,31,7.05,scattered clouds
628,Balti,MD,47.7617,27.9289,48.09,80,21,5.23,few clouds
629,Syamzha,RU,60.0158,41.0614,32.25,83,100,15.32,light snow
630,Carlsbad,US,33.1581,-117.3506,55.9,74,100,4.61,overcast clouds
631,Bull Savanna,JM,17.8868,-77.5902,81.1,66,70,1.83,broken clouds
632,Gerzat,FR,45.8243,3.144,62.55,59,0,1.14,clear sky
633,Mino,JP,34.8269,135.4706,63.63,70,100,9.22,overcast clouds
634,Shebalino,RU,51.2917,85.6772,31.77,61,100,12.12,overcast clouds
635,Saint-Francois,FR,46.4154,3.9054,49.44,93,100,3.44,overcast clouds
636,Imbituba,BR,-28.24,-48.6703,81.86,69,84,18.86,broken clouds
637,Raudeberg,NO,61.9875,5.1352,53.87,64,100,9.75,overcast clouds
638,Pamanukan,ID,-6.2842,107.8106,79.07,86,100,3.83,overcast clouds
639,Chatrapur,IN,19.35,84.9833,74.55,61,4,5.03,clear sky
640,Bahia Honda,CU,22.9036,-83.1592,80.87,71,2,6.02,clear sky
641,Laranjeiras Do Sul,BR,-25.4078,-52.4161,68.38,88,98,9.73,light rain
642,Yerbogachen,RU,61.2767,108.0108,-7.92,88,100,7.14,overcast clouds
643,San Jose De Sisa,PE,-6.6167,-76.6915,86.52,48,39,2.48,scattered clouds
644,Albi,FR,43.9298,2.148,68.5,44,29,1.99,scattered clouds
645,Morehead,US,37.2711,-87.1764,31.98,68,6,6.46,clear sky
646,Kostomuksha,RU,64.571,30.5767,26.91,97,21,2.44,few clouds
647,Gondanglegi,ID,-7.7479,112.0132,76.57,94,100,5.66,light rain
648,Palmer,US,42.1584,-72.3287,48.81,82,75,4.61,mist
649,Aktau,KZ,43.65,51.2,50.58,76,100,27.54,overcast clouds
650,Santa Maria Del Oro,MX,25.9333,-105.3667,58.24,38,3,2.55,clear sky
651,Maneromango,TZ,-7.1988,38.7848,79.57,49,34,11.45,scattered clouds
652,Belyy Yar,RU,53.6039,91.3903,37.29,72,0,13.42,clear sky
653,Poso,ID,-1.3959,120.7524,79.05,84,100,4.52,light rain
654,Les Cayes,HT,18.2,-73.75,83.86,69,30,5.68,scattered clouds
655,Nacala,MZ,-14.5428,40.6728,80.26,74,60,11.61,broken clouds
656,Murgab,TM,37.4966,61.9714,51.67,54,40,0.0,scattered clouds
657,Karratha,AU,-20.7377,116.8463,78.17,52,0,5.95,light rain
658,Pokhara,NP,28.2333,83.9833,57.22,72,0,4.34,clear sky
659,Cockburn Town,TC,21.4612,-71.1419,80.71,75,52,8.84,broken clouds
660,Balikpapan,ID,-1.2675,116.8289,76.51,90,88,4.09,overcast clouds
661,Tapioszentmarton,HU,47.3399,19.7465,52.23,99,5,6.02,clear sky
662,Svetlogorsk,BY,52.6333,29.7333,45.09,71,35,7.72,scattered clouds
663,Ciudad Bolivar,VE,8.1222,-63.5497,86.38,62,98,8.23,overcast clouds
664,Ambon,ID,-3.6954,128.1814,79.23,14,20,9.22,few clouds
665,Naranjos,MX,21.35,-97.6833,61.21,76,100,7.25,overcast clouds
666,Ardakan,IR,32.31,54.0175,59.27,44,0,4.43,clear sky
667,Jinka,ET,5.65,36.65,71.53,57,78,3.87,broken clouds
668,Guanica,PR,17.9716,-66.908,87.04,73,85,1.86,overcast clouds
669,Lazaro Cardenas,MX,17.9583,-102.2,80.15,77,63,4.27,broken clouds
670,Cadiz,ES,36.5,-5.75,71.02,39,11,7.74,few clouds
671,Muros,ES,42.7762,-9.0603,67.68,84,96,21.79,moderate rain
672,Buyukcavuslu,TR,41.2423,28.0646,57.4,62,20,12.66,few clouds
673,Dolinsk,RU,47.35,142.8,33.12,97,100,22.17,snow
674,Smithers,CA,54.7804,-127.1743,21.52,86,100,2.3,overcast clouds
675,Seoul,KR,37.5683,126.9778,49.39,94,75,1.14,broken clouds
